student_id,attendance_percentage,quiz_score_avg,assignment_score_avg,midterm_score,historical_gpa,study_hours_per_week,participation_score,subject_difficulty_score,semester_number,final_score,pass_fail
00a1f87e-e30a-45cd-9d62-beca4d046fff,88.11,62.05,60.8,65.49,2.82,16.7,99.8,0.21600000000000003,7,66.77,1
eea9a12c-a767-4928-8086-b8ef578fe6fa,73.25,60.83,67.48,58.96,3.15,24.0,90.77,0.495,8,66.94,1
ac000281-3dc9-4f22-8221-9b80ea0c073e,88.6,60.36,68.33,55.2,3.25,24.8,79.39,0.717,3,62.7,1
7c44a376-75d6-4b50-a681-be9cce8bd6e5,75.73,60.63,55.46,68.44,2.76,15.9,90.92,0.6950000000000001,5,65.92,1
bf3cf78e-b3ab-4a31-bafd-5e3adf73f6e2,72.96,66.29,68.68,69.32,3.03,23.1,86.55,0.739,4,69.36,1
338d9e5c-6f63-45e5-aafb-1da3b440ff84,93.28,36.5525,42.69,42.56,2.26,16.9,85.32,0.512,2,57.01,0
e9a22b54-f817-4f8c-bd42-f9ef8072466d,86.54,59.6,63.94,49.2,2.82,20.4,85.85,0.9179999999999999,5,55.46,0
78b5a61b-2d58-4975-a11b-0bb74d4f73dc,98.27,74.17,62.29,71.11,3.59,29.7,86.48,0.8560000000000001,7,66.51,1
b33dfb9d-97cc-4b00-aa20-653a65d9d3ca,94.82,52.22,55.13,55.81,2.78,15.1,71.24,0.44400000000000006,4,61.55,1
67c05e3d-2ebc-4708-891e-cb0fba186df7,75.99,64.04,64.73,64.14,3.12,26.0,84.13,0.479,5,69.62,1
74b89298-3dd6-4f6b-8a92-0fb2b58b8444,76.07,63.92,55.16,54.73,2.7,19.8,74.42,0.8779999999999999,6,59.87,0
67806bb5-098d-49c6-87a1-af7545552582,69.71,45.26,41.29,47.84,2.26,16.0,84.09,0.795,8,47.07,0
fe517073-6342-447d-83bb-504769ad1c5d,72.9,61.12,58.89,60.12,2.61,19.8,92.19,0.21400000000000002,6,63.48,1
e791d4c5-83f4-4a0d-b220-ae3d797ef3d9,76.77,60.42,61.24,65.32,3.1,18.4,75.09,0.42300000000000004,7,61.68,1
299a29dc-877f-45a4-aed2-7dab7e617263,92.5,66.69,55.36,55.87,3.11,18.9,79.04,0.916,6,59.81,0
61c0d4c1-10a2-4ee6-b71b-1cd85c023240,85.79,59.52,57.92,47.61,2.41,19.4,89.77,0.264,3,57.49,0
ad36a3ea-06e9-45d2-be63-0516c385c7a2,74.08,66.95,58.2,54.16,2.58,18.9,74.04,0.263,4,60.44,1
2ad37f3e-0e70-448c-8c19-b06fbd14c2fe,81.07,87.04,93.09125,83.68,3.9,24.9,90.98,0.253,2,85.93,1
0e6eca38-9c70-44ae-9190-5d59e7c0940d,78.74,70.49,70.92,72.33,3.63,25.4,77.25,0.8630000000000001,6,65.86,1
fd0cb4e8-fe59-4582-969c-91a11628a227,65.78,65.29,54.36,59.95,2.95,20.2,78.75,0.554,1,55.81,0
0daf34f5-b4a8-4404-9e3b-1a62c6513589,96.87,65.89,71.67,69.92,3.04,21.1,81.14,0.866,6,69.02,1
b835cf61-3dc1-4765-a187-76488bb4add7,92.45,74.08,76.73,72.91,3.96,31.1,86.8,0.712,1,74.92,1
06ff54f4-5df8-45b0-895e-d87b1b7c8992,72.81,71.06,69.53,76.01,3.86,19.6,90.73,0.519,2,69.76,1
f2ce0750-7dda-41a4-ac83-4322c9d4e017,98.25,68.88,81.05,76.56,3.26,26.4,85.6,0.95,3,76.77,1
38e0eb9a-32c1-429d-9543-6d51d8a472a9,81.08,83.31,78.2,87.3,3.31,25.7,88.61,0.906,1,76.57,1
62d97582-b333-41a5-929d-326bb5643b09,97.87,48.17,56.76,52.63,2.22,20.6,70.69,0.5650000000000001,7,61.63,1
59a699ef-0c51-4e59-bdeb-954a82556710,72.49,62.38,58.84,49.75,2.69,16.2,79.67,0.137,2,60.45,1
6234ed67-6f78-4209-829a-eb3488209201,93.0,67.56,74.82,64.47,3.37,27.0,86.22,0.397,1,76.12,1
4d528417-cd75-4311-9862-7622517ad868,99.4,71.38,76.96,71.91,2.91,26.0,80.79,0.155,3,74.99,1
9ab200f1-eada-437f-9455-a8aacd7b9009,75.93,70.24,80.38,73.88,3.16,20.1,91.49,0.9369999999999999,2,71.91,1
4336f323-a6aa-41e0-9b85-15edcaee709b,84.64,52.13,64.26,55.03,2.71,20.2,80.99,0.554,4,61.24,1
fb8c4cb5-c0ac-4181-8b43-d1bae020376c,82.35,71.56,64.19,62.43,2.99,26.3,80.84,0.24300000000000002,8,71.14,1
afabe4c7-dc5e-4756-8896-d63882f8baa3,71.55,59.87,55.32,53.52,2.23,14.6,79.46,0.27,6,58.0,0
5057c7a2-fb1c-4fe3-81f0-be6eac041b00,71.9,70.37,73.83,83.69,2.86,27.9,73.03,0.817,8,71.68,1
5be8383b-35e3-448f-bf98-dcd4acca10a6,91.81,71.86,73.27,73.04,3.5,21.8,78.06,0.917,8,68.97,1
66bf5cd8-a73f-4f98-88d8-a38d2d98f863,77.6,67.69,62.27,65.42,3.14,28.1,83.05,0.8630000000000001,8,67.67,1
1cccbc50-ca27-455c-b29f-2d88cdbc4ae1,69.28,49.31,51.33,55.78,2.69,20.0,84.63,0.31,1,59.02,0
3b575ccc-af2b-432d-a8b2-5fcd54e23cb8,98.54,65.38,56.39,52.4,2.04,16.8,66.49,0.65,7,58.54,0
0460ec9a-53d2-4b16-a906-6ab5ac436481,82.35,46.35,49.03,50.24,2.83,19.5,96.23,0.186,5,56.54,0
8f4f533f-944d-451a-a74c-2ae897b12634,71.29,53.18,49.17,59.87,2.75,18.7,93.03,0.417,7,58.36,0
e03418e7-f7c2-4089-b796-aea7bd921dbc,96.06,79.4,85.48,77.26,3.48,30.5,82.57,0.488,2,78.77,1
be980459-1adf-4a94-aec7-ae91f97389de,67.09,75.19,82.2,77.74,4.0,23.3,68.48,0.688,1,69.98,1
0766eec4-5b2b-4cdc-9855-649be0ff5d5b,68.45,57.97,64.33,55.03,3.28,16.2,83.3,0.537,5,55.29,0
ddfe8d07-dfa1-4072-a06d-dcf007fbbb74,84.02,62.42,70.25,69.26,3.12,18.3,71.75,0.10600000000000001,3,77.66,1
462ebb34-a92e-4be9-a939-8f8748037de3,77.11,64.18,62.91,54.74,2.54,24.1,79.78,0.607,3,63.12,1
1bf2dc2c-8bf7-41c9-ab48-bedf478a7c2f,67.39,70.84,57.45,55.96,2.63,19.8,77.03,0.638,1,60.1,1
4f8d37f3-b409-474c-95c3-28234de4db7c,77.16,63.02,51.15,64.26,3.13,18.0,78.16,0.378,2,63.0,1
14ed0d65-0d82-4cec-afaf-35be421f3f08,74.33,65.67,54.42,58.81,2.32,26.6,75.08,0.631,1,62.01,1
e309b433-9ec2-41ba-a121-1be3c541e119,80.9,63.1,57.12,53.97,2.62,19.7,89.95,0.999,1,51.56,0
32d2a3f5-2ca7-4585-a95d-753810e02c1a,98.13,71.94,71.17,78.61,3.16,22.7,75.99,0.8,8,68.83,1
a9078ea6-2212-4204-bcff-7e980287eae0,74.3,69.62,61.2,57.53,2.71,22.4,73.5,0.678,7,62.76,1
fa980213-0e8b-418a-b27e-8c1fa5e7e5dd,72.75,71.23,69.26,86.73,2.55,22.1,89.76,0.22799999999999998,7,77.85,1
0a7cd161-0ca4-42a0-a7fd-9696d8c56583,88.68,68.04,63.15,66.01,2.9,25.9,84.58,0.261,1,70.46,1
621b62d8-c81d-4ad9-8915-2499c340f44e,76.76,58.67,62.25,61.9,2.99,21.1,82.4,0.44699999999999995,2,68.2,1
952dcf31-e11a-4dad-a22d-b1a3d0f5f88a,81.47,60.0,54.15,63.79,2.28,24.5,74.31,0.288,8,66.54,1
80d5ffbc-74c1-4dff-84c7-f01e2cd2c370,97.32,81.28,83.19,83.1,4.0,29.9,83.01,0.12,7,87.71,1
e162ffa0-ed20-4c33-b422-c48855f93f88,67.96,53.08,63.6,67.54,2.39,24.3,74.65,0.942,4,57.76,0
1e5efc18-291f-4a27-8e58-0ca370e61e1d,84.86,63.03,65.28,67.57,3.0,25.7,81.11,0.9550000000000001,5,65.64,1
c46bdcd0-f055-48ba-bcb0-eb470fda7460,98.7,77.96,69.4,75.68,3.16,27.7,82.51,0.143,1,75.77,1
8d0019b8-0e06-4e83-86ba-8b2455593434,97.26,90.66,86.6,91.48,4.0,25.8,79.29,0.744,2,87.97875000000002,1
826c4c37-d80c-472e-a79d-8372a4ddc4a5,99.35,48.83,51.33,35.97,2.23,19.2,81.26,0.24700000000000003,4,56.89,0
def42bab-36ae-436d-8595-cefbbc022a75,76.42,80.31,74.33,86.64,4.0,26.2,72.23,0.726,6,75.72,1
3c3c6553-209b-4e92-a26d-7bf811317c9e,98.9,55.88,60.05,58.37,2.38,20.2,90.26,0.742,8,62.81,1
f5f776d9-17f4-410d-8d9c-28db65081260,75.83,75.22,69.61,80.6,3.78,30.5,72.86,0.417,3,71.23,1
3cf30a22-edfb-4aab-b217-caf6aa0582b8,70.22,58.58,68.05,69.97,2.73,18.2,66.32,0.146,5,69.6,1
d03a4ee7-4f88-4dcb-9497-443b43c4c357,87.19,72.82,61.52,67.42,3.39,20.9,77.52,0.8210000000000001,7,69.22,1
ca22dc9c-e8b7-4110-ad6e-3993097b69e7,75.85,68.74,79.32,73.43,3.06,25.9,84.21,0.967,2,79.48,1
fe61a1e0-bf17-419b-87e4-c4c95a5dc779,67.8,55.3,55.99,56.02,2.95,22.4,92.58,0.9800000000000001,4,54.79,0
314b2f31-9fba-4e0a-84ed-e6a3e722ee38,96.91,68.86,76.19,69.2,3.04,26.1,78.09,0.805,7,71.03,1
a5655f20-2f9b-4eed-b544-b31ecea2c245,68.06,63.25,70.25,66.85,2.63,23.2,86.74,0.775,4,64.77,1
416edd6a-640d-4add-b431-dc9e0c87316b,91.63,79.89,75.14,70.49,3.32,18.5,80.93,0.833,7,76.19,1
2c320f73-7f01-4659-95f9-26a2105f3cba,85.98,69.57,63.67,60.71,2.74,19.6,79.82,0.75,5,69.19,1
eccdd190-f269-4ce6-adeb-9bb191e5afa6,73.18,67.63,70.58,79.09,3.64,21.9,82.41,0.145,4,69.45,1
cc1437cd-31bf-49a3-ab3e-0f987c4cf301,66.48,68.3,61.77,63.59,3.1,26.7,87.22,0.792,8,67.65,1
7d1cad11-ebde-4f98-a051-425d4863ac21,72.85,81.42,76.03,66.74,3.47,25.5,69.06,0.644,2,72.38,1
a425884a-3518-4c2e-a12d-4de33c5e70f1,98.93,76.85,76.93,86.51,3.38,30.3,93.61,0.414,5,86.19,1
007f1b87-616c-4c45-8802-1650b3ce0cc7,65.76,79.44,65.93,75.97,3.26,19.7,68.26,0.16699999999999998,1,69.83,1
fd90d67c-04df-4b45-bc05-08d85967a218,77.72,58.37,49.2,49.0,2.45,23.0,75.92,0.268,7,60.27,1
bb86a540-953b-4294-b984-f62dc1998a1b,98.02,76.34,68.31,66.31,2.92,24.7,71.34,0.125,8,72.93,1
9e5f95a7-e06e-499b-9390-1020c0acb6c4,97.76,70.66,69.71,66.59,3.18,27.9,83.6,0.55,2,70.45,1
240f7f81-eab1-416c-b4c7-963a8e73231d,87.47,47.96,55.42,47.01,2.24,25.6,87.46,0.275,2,63.28,1
da56809a-a3c8-4f94-81c6-079f80797fb1,65.66,69.06,59.99,65.8,2.87,22.6,77.15,0.705,8,64.35,1
4791c438-be17-47b1-a4f6-582504e86628,83.46,62.54,60.64,56.75,2.78,17.2,92.05,0.483,6,68.71,1
944087b8-8883-4b72-99f6-deaecceff4cd,70.93,74.37,66.66,69.04,2.93,21.2,82.38,0.867,7,66.62,1
95430e96-b778-4846-adb2-12093dbe942e,88.24,62.95,59.78,47.01,2.73,20.6,75.89,0.304,4,59.05,0
df5d065b-b5c9-46be-b4d4-69c8096785e8,88.93,70.36,71.36,83.92,2.91,19.1,97.56,0.666,8,83.05,1
554ee243-48e1-4a3f-8fd8-ab1ebebe026b,91.9,67.91,64.69,68.73,2.71,22.4,74.15,0.254,2,70.13,1
a42d013d-6a77-4e29-bb6e-6436e70ee8e4,98.8,85.11,72.04,71.82,3.83,32.1,91.47,0.8119999999999999,3,76.42,1
f40c2b42-dc6f-47d6-af32-5df3f53da3dc,96.62,68.74,66.2,69.93,3.29,19.2,82.47,0.753,3,69.17,1
7dd6c539-7cd4-4e65-8730-f33bd77d579a,70.64,56.2,68.48,77.54,2.78,19.7,87.68,0.757,5,64.99,1
c4758e23-0306-46e7-b241-fbd22bc94662,90.04,66.59,74.61,76.54,2.94,25.8,74.61,0.268,2,75.72,1
56001396-4c0e-45e1-bdda-9f1575d828aa,68.35,51.58,54.13,51.95,2.97,25.2,72.32,0.724,7,53.65,0
bd14b0ea-e355-4510-91f9-77f564114269,79.31,61.3,57.2,60.87,2.67,22.3,83.44,0.205,4,60.66,1
5a51cd42-29cf-41b7-8e20-19b4d71dfd48,79.03,70.23,78.51,90.17,3.48,25.6,69.52,0.173,8,73.22,1
75b44f93-690c-483a-9744-c6618c4106dc,65.48,63.17,63.39,61.41,3.3,22.1,71.62,0.709,8,57.36,0
a315b631-b2d5-4d82-9f9a-3f7f4784726a,65.03,48.63,49.22,47.05,2.39,21.3,85.17,0.356,6,52.28,0
5e36839a-4421-4140-9563-a5a248186e53,84.03,58.68,56.15,53.57,2.09,21.1,59.86,0.889,2,59.1,0
f517692a-ccc5-483c-9b4b-77f0756aed49,79.31,73.37,78.82,72.41,3.3,24.2,81.31,0.209,2,71.45,1
62b5f211-f376-4da9-aee9-c60bf2f6ca7c,68.54,80.56,74.38,82.22,3.45,23.6,77.57,0.388,4,71.92,1
752ca93b-b3f4-4835-8187-b554ea1e4268,74.12,65.37,66.94,71.55,3.54,28.4,100.0,0.655,1,67.12,1
21b9ad45-385f-451a-b18b-708cd1a1600c,81.0,52.59,57.72,57.17,2.71,24.1,86.56,0.8390000000000001,2,61.5,1
817c1ad1-ebd3-4dad-ae18-97012c05fa89,72.53,49.6,49.93,51.82,2.64,24.5,89.56,0.688,4,61.93,1
2bf881ab-ec17-43e5-9aba-b85d725cb663,95.62,81.84,72.91,79.56,3.1,21.0,76.88,0.798,4,75.86,1
7dba1f66-8e64-4107-9d94-2176108ce312,68.03,56.72,66.77,56.22,3.47,16.2,87.5,0.8939999999999999,5,60.98,1
677103d6-1f83-4dd7-9eb0-8941701380cb,76.69,70.8,72.83,72.87,3.33,28.3,80.74,0.49400000000000005,5,70.04,1
759032d3-ab9f-43cc-938f-f84f2fd284b7,66.79,76.7,80.27,67.49,3.18,25.7,60.75,0.399,7,71.46,1
165cf98d-9f62-4acf-87a0-5e9300074557,65.88,50.03,50.95,57.54,2.23,25.4,77.65,0.13999999999999999,6,58.36,0
73d2beb9-3ec3-4415-838b-2e85fd3ebf77,90.26,67.29,65.23,71.5,2.6,21.1,91.11,0.13,7,75.2,1
ec70e61c-7222-4fe8-87d2-13755a8e3553,87.19,41.0,38.51,52.19,2.39,20.8,89.66,0.308,1,57.08,0
84c0921d-b267-43c9-b086-19e6cc0817c3,96.79,58.36,60.47,59.16,3.08,22.2,77.94,0.16999999999999998,3,63.49,1
5e30d893-2cde-41c5-8c8c-136125044f1e,70.44,56.88,42.0,58.23,2.47,21.0,84.17,0.95,6,56.74,0
55b53718-d121-474f-af47-b5e7d79aabce,78.78,53.97,63.59,63.29,2.6,14.9,74.98,0.819,6,64.25,1
51994e19-aecf-4819-8aee-362b3e159ae7,81.83,70.12,66.5,59.0,3.18,28.9,74.75,0.425,7,65.82,1
88614b1c-8300-4090-a8ab-22523162bea4,84.24,58.2,69.27,73.28,2.31,21.2,88.2,0.16,1,67.55,1
11ccc4b4-4b50-472b-b38c-40144a92a5f3,77.06,70.15,63.66,67.89,3.57,26.6,67.48,0.29900000000000004,8,66.39,1
8f2f6fcc-14ac-4c0e-a731-0ed90af0869e,94.23,74.54,78.83,83.15,3.25,31.0,75.57,0.72,2,81.89,1
1d2c2aa8-9fee-4f26-98b9-e96dc706447d,86.41,64.71,66.56,62.02,3.06,18.5,79.32,0.998,1,61.43,1
31a85315-e47f-456a-a5e8-326c711d3a5e,95.26,76.24,77.05,87.7,3.43,26.5,90.11,0.85,7,79.96,1
7259fabf-05c6-45c7-8219-fd4ecc1dd1a0,97.42,66.08,69.05,65.71,3.02,17.0,65.99,0.146,6,70.97,1
ce7d9ea4-9752-4ce8-a5fb-07c687582cad,95.77,67.69,71.27,62.94,2.71,23.6,85.78,0.8699999999999999,2,70.22,1
fb190013-3499-4779-9bf1-67a44a67d9a9,99.4,65.63,49.53,35.21,2.75,16.2,87.29,0.635,1,56.33,0
86643115-ffe5-4df6-8f3c-732a0521dd27,76.98,54.12,51.77,42.15,2.49,17.1,81.73,0.252,5,52.37,0
c065afe6-5bc9-4375-a53f-7eeb9ff09302,93.0,65.77,63.27,66.08,2.79,25.9,84.77,0.335,1,75.15,1
d9720f64-15aa-4882-9eea-b64f7ecbce07,65.72,62.94,61.67,49.52,2.36,22.4,85.61,0.395,1,63.88,1
f6bd2354-76e5-4947-9b13-ccb52c98f1f2,79.12,64.1,58.43,64.89,2.47,27.8,71.1,0.485,4,63.75,1
80d4ee18-0824-422e-a20d-e00fac2bed62,74.95,52.1,58.95,52.58,2.57,14.1,78.94,0.217,3,61.44,1
285bc233-4c55-437e-81c7-d1650a8982ce,70.97,79.26,72.71,71.52,3.63,24.5,72.39,0.584,7,74.05,1
90e1a13f-fa80-4eb4-9261-f2c2aec42e9c,90.8,52.24,55.3,50.95,2.6,15.7,69.72,0.557,7,58.39,0
4537fd38-4178-4672-9956-3c1f2f0af391,68.46,48.16,37.81,45.34,2.42,22.8,76.25,0.9960000000000001,3,48.12,0
188363a8-ce63-4749-b798-4fbb6d1319a5,86.52,60.51,68.64,72.97,2.95,25.7,75.04,0.146,8,71.44,1
37c48710-1dac-4577-a8ee-ce9862da6082,98.85,61.02,60.31,61.61,2.93,25.8,87.26,0.434,4,66.5,1
9ec32107-e29f-4d50-86a9-ff2eae0e7aff,81.54,71.16,79.98,77.83,3.35,20.7,73.76,0.144,2,76.26,1
3ebd8421-8e81-483b-a652-438ee3c43418,70.16,51.28,53.42,58.55,2.28,20.9,78.48,0.205,7,61.58,1
fa3b1430-fccb-410a-b845-beee44046bb8,80.03,65.63,62.02,56.72,2.58,23.6,81.83,0.994,6,63.92,1
f75d0b6d-78b6-4e74-87f3-e8cd720dd807,69.77,47.27,56.0,57.51,2.76,24.5,88.76,0.367,7,59.38,0
363bb551-236c-4e4d-aebd-4045648836ff,96.16,54.3,55.92,66.19,2.18,20.5,83.68,0.337,2,68.63,1
e060db5a-05de-42d8-8fc6-404707ee3086,68.65,58.9,66.34,56.96,3.09,26.2,83.86,0.217,1,61.64,1
810f3819-743d-48f5-a359-19ae1d67bbfb,68.71,74.83,75.92,69.65,3.66,27.7,80.57,0.985,3,72.7,1
b865d4ad-c199-46e7-ae05-bc5b2ba7166a,70.91,64.97,69.36,62.99,2.67,24.0,80.91,0.998,8,65.98,1
dff611b6-ba73-40d2-aa45-9edf0c1cd1b5,78.3,57.3,51.98,47.3,2.32,23.1,65.07,0.265,1,63.03,1
daa74c21-259d-4da9-b7f1-01a9ac59b65c,89.08,75.77,67.56,75.04,3.21,30.7,87.35,0.325,1,74.82,1
b21232c0-d551-4875-a094-5b4abae32fd6,76.17,45.05,43.92,43.24,2.04,15.5,80.76,0.503,3,46.02,0
4c461e9e-106a-4fc3-8401-0ac6d6a1e724,82.48,69.09,58.09,57.27,3.46,21.0,82.37,0.136,1,59.78,0
14bd1418-7ac3-47c9-807b-5bf079597f4d,72.1,61.7,63.68,59.78,2.95,27.6,94.99,0.36,6,69.07,1
153dbee3-637c-4e4b-b91a-c9e933845bf4,93.78,56.6,55.34,65.06,2.88,22.8,79.47,0.954,8,61.02,1
e0f6c265-a7be-4f1f-9b1f-b6db114bfc61,70.36,64.95,75.76,67.87,3.31,20.1,84.1,0.851,7,69.9,1
cf2b5ac3-01b7-4772-a9ef-e4b4b35d8239,69.53,69.15,61.7,55.29,2.67,28.3,74.17,0.426,4,59.88,0
97b2433f-3d33-4ca0-9e63-20fa9c73d9fe,94.76,53.33,61.69,53.87,2.07,19.0,75.55,0.421,6,55.99,0
4648e967-8a6b-4a87-8490-68d30ae9d5e6,68.96,79.1,81.84,94.50125,3.78,30.3,83.15,0.844,5,77.42,1
646a07e1-dd16-4bdc-a9d6-df63d87e675f,85.57,58.21,59.06,68.19,2.8,20.4,80.74,0.399,3,69.8,1
5ad4b218-63a4-4afd-9f69-d86c8d9fdcae,79.21,62.42,58.79,71.92,2.79,24.0,92.59,0.687,6,66.88,1
2235dc3a-bcd2-4323-837c-75ab469bf611,97.75,66.04,76.22,60.96,3.19,25.6,78.62,0.182,1,71.48,1
841c6563-c8e6-470c-b08f-67d2cda66cfb,80.43,67.13,70.7,64.33,3.16,21.3,91.64,0.8130000000000001,2,61.68,1
534a7a1f-5eb5-4a44-9335-f4c347d65dc1,74.16,66.88,66.35,74.29,3.03,18.9,96.84,0.542,2,71.17,1
5fc724b0-4ef6-45d9-8e4b-223ca332c108,68.02,57.99,60.82,72.54,3.01,26.8,75.21,0.89,5,66.02,1
301c3953-fa56-4a9a-bd9b-98cf1e26bc2b,68.85,60.51,66.59,63.91,3.2,17.0,69.4,0.10600000000000001,3,64.0,1
1947e318-e2be-47c0-b529-042ef7af83e9,74.72,85.61,81.84,87.48,3.66,26.2,73.59,0.6809999999999999,3,77.67,1
bdeb94dc-9637-4b24-b3a9-819c647f504a,71.2,62.19,70.46,75.49,3.07,21.7,83.09,0.835,6,64.47,1
7dea8902-a586-4990-8174-c5cb55c9c1bc,76.44,54.38,65.58,68.5,3.04,16.8,82.79,0.5700000000000001,8,62.98,1
ea0af364-d9a3-403a-8703-086bd7508510,86.3,67.5,67.87,57.91,3.07,17.3,82.9,0.316,5,66.96,1
1c953d6e-54d7-4912-8a19-8da8f7ef8f7c,98.37,68.85,65.85,67.46,3.17,18.2,78.99,0.712,6,74.22,1
b2e40be5-4189-4bf3-b313-36f31b568012,70.83,64.55,72.66,57.98,3.13,30.3,84.56,0.385,4,66.28,1
febac509-606d-4b95-a33c-735320227aae,68.54,42.72,41.57,45.09,2.09,23.9,72.36,0.131,4,48.17,0
d013b99f-ee60-4522-8e58-ca5f20471620,76.7,50.53,50.71,47.61,2.23,19.3,91.85,0.713,1,57.38,0
1fb88929-8b36-40c2-9a8d-833496a28b39,69.0,68.06,73.19,67.81,3.51,23.7,77.19,0.255,5,70.49,1
82b749f4-a3ee-4211-bde5-1a21370cb0e5,92.07,57.21,69.45,60.85,2.47,16.3,90.68,0.998,2,63.82,1
c96fd283-cbf7-4ad8-9fca-10e018e66bf3,78.33,56.68,61.98,69.86,2.66,26.4,67.51,0.10900000000000001,1,69.81,1
29725798-af12-4d52-bff4-a13b71f265d2,80.1,66.16,61.45,67.92,3.82,19.7,75.21,0.25,3,62.63,1
24466414-d561-4bd9-9a52-2dbe6e4008c4,65.92,76.14,69.32,75.31,3.04,30.8,83.6,0.708,4,72.29,1
56167ee1-aeab-454b-90a8-a96daa0ea84d,65.24,64.47,73.98,71.2,3.2,27.8,70.35,0.5599999999999999,1,71.7,1
58e52ed3-e550-49a1-93c2-13d047fb75c3,75.3,57.79,54.86,58.91,2.76,20.7,88.2,0.46699999999999997,6,61.67,1
3dcccf7f-12a4-4f36-af2c-0211bb4803de,76.0,69.6,58.75,75.32,3.77,29.8,85.96,0.10500000000000001,1,72.68,1
9d841616-5cfd-4023-b3dd-44f66b1c3a2b,98.96,55.57,58.52,49.62,2.77,22.8,73.02,0.5509999999999999,2,60.62,1
a638a1d5-2d84-4568-b93b-6c6395c00bdd,98.92,62.31,69.03,56.95,2.22,15.0,75.74,0.567,1,65.55,1
62212535-96e6-4ac8-8d26-b5aeaef5418c,78.83,72.36,71.12,62.86,3.15,26.7,75.07,0.16999999999999998,8,70.96,1
346d1d93-cdd4-4896-a886-62fd9176d748,75.89,61.23,53.06,55.58,2.4,19.0,67.57,0.221,4,59.56,0
1ccacda3-6ee0-486b-b963-f14d107db4f1,93.08,78.02,75.53,83.72,3.39,28.3,82.15,0.118,5,81.53,1
988ee8de-3e37-443c-bebb-4d18ba0d5a36,84.43,52.13,47.64,39.27,2.24,16.2,73.32,0.716,8,49.66,0
818f851c-94f4-4a2e-945c-5c53c39bc4c8,87.55,59.89,63.13,64.79,2.88,27.3,69.52,0.41100000000000003,4,62.03,1
a680d4be-2d72-4080-8ab8-672085c3bf45,88.22,80.55,75.9,71.51,3.73,30.3,77.71,0.16799999999999998,2,78.65,1
f62b0076-0110-4f23-ab0a-e80f16510491,78.76,60.55,65.42,57.43,2.93,25.8,73.53,0.9550000000000001,6,67.6,1
6068b87f-2c88-464d-b2c5-0aa271b2f35f,67.24,57.05,61.89,54.57,2.93,23.0,74.92,0.379,7,59.19,0
455244ce-801c-4353-ac5b-5d0590d0d802,74.87,60.43,70.3,54.22,3.51,18.0,98.05,0.496,4,63.29,1
ca904810-6f8d-4587-942c-0da7232658ea,87.77,79.22,65.04,59.76,2.57,18.8,72.79,0.48200000000000004,3,69.8,1
cfbcfa38-0d01-415e-a26a-360b6574a45d,68.55,59.14,59.06,66.47,2.73,24.1,79.5,0.8699999999999999,1,66.95,1
ec84a10a-978c-486f-8651-35efeccb4d52,81.98,66.32,52.04,62.88,3.11,25.5,76.49,0.381,4,61.21,1
15b1d3f7-c9c6-4578-a511-83113cb34baf,87.03,48.48,63.08,57.75,2.46,17.1,82.51,0.124,1,66.06,1
616652bf-9538-43cb-a73a-d765065fc10c,85.46,61.83,60.84,49.57,2.71,15.7,95.54,0.8480000000000001,8,63.21,1
795440e8-9b67-4486-adae-98a57398f4e2,75.56,67.24,61.58,78.5,2.94,20.5,87.42,0.6910000000000001,8,72.82,1
3a148596-29fe-4194-bc1a-fb8eb79c6c07,83.13,73.96,69.48,64.21,3.36,26.0,84.68,0.269,3,72.84,1
de3a1ecb-a2b8-448b-aeba-f1565259e73e,87.65,53.75,66.29,62.14,3.37,17.2,76.13,0.151,7,68.25,1
ab2617e0-a8fe-44e4-bee4-085330bd7ac8,81.6,79.44,85.3,82.26,3.66,25.4,84.19,0.491,8,80.67,1
1c9e3ac5-d7d1-40c3-a07b-e8af3dee9ed2,84.82,64.57,47.43,49.46,3.01,24.5,85.13,0.475,2,62.15,1
c8a31c94-c37f-4bc2-850e-5a727fdd2e99,92.9,73.4,71.93,80.11,3.23,19.8,76.19,0.172,2,79.12,1
fb0e64a8-8655-4d44-9955-2247e317131a,83.4,62.7,69.78,69.94,2.68,21.8,85.51,0.513,7,68.62,1
b02d6e87-4e8d-4fe0-a082-e9e2bbaaf9ea,65.39,53.72,51.16,54.07,2.52,20.9,67.86,0.352,5,55.34,0
d3e3dae9-042e-4469-9b58-21b0c7843302,79.93,52.88,56.47,56.72,2.57,27.1,80.44,0.40700000000000003,7,64.84,1
4fa5865b-33aa-4f88-ae85-fc7bd4da8e22,83.59,82.16,79.15,81.45,3.96,19.9,94.06,0.20600000000000002,5,77.43,1
8ef22fc4-e03f-48a9-a7b0-930e54015cf3,94.94,69.34,65.31,67.61,2.96,24.4,67.91,0.512,6,67.92,1
d87e0a30-2481-457c-a7e6-abd4039fb892,72.34,64.22,66.13,62.33,2.64,27.5,80.99,0.441,3,64.59,1
5e35e92f-c782-4c1b-8517-005dd17b782d,67.99,60.32,52.36,58.41,2.79,21.4,72.26,0.82,3,55.42,0
2ddd469c-56e8-4530-be15-ce0fd3d34b46,75.89,46.87,55.8,41.24,3.07,23.3,88.58,0.1,6,56.26,0
c93c42ec-4ba7-477a-95fe-045e1b7f8588,79.26,73.01,79.82,74.02,3.27,29.8,74.77,0.913,4,75.93,1
