student_id,attendance_percentage,quiz_score_avg,assignment_score_avg,midterm_score,historical_gpa,study_hours_per_week,participation_score,subject_difficulty_score,semester_number,final_score,pass_fail,attendance_tier,gpa_tier,ca_avg,rule_risk_score,midterm_relative
82e89b55-a9b0-4cc6-bbb8-9989de39893f,75.47,63.74,63.92,61.31,2.88,22.6,76.4,0.6559999999999999,2,62.56,1,1,2,63.83,0.32270000000000004,-2.5316666666666663
a95a347f-5a5f-4900-af78-232321be7416,74.18,54.06,46.74,41.02,2.22,18.0,73.32,0.544,3,50.1,0,0,1,50.400000000000006,0.42901999999999996,-13.937142857142852
8cbdfa56-955f-4f16-821a-6020625e1a3d,70.19,59.54,70.03,68.66,2.86,28.8,74.06,0.743,2,62.34,1,0,2,64.785,0.31890500000000005,5.54666666666666
90974da0-1be1-4033-b094-4381eea7f149,90.92,68.03,67.26,58.84,2.73,17.7,67.4,0.922,4,64.22,1,2,2,67.64500000000001,0.25686499999999995,-0.8125
60836f80-cbd4-4288-88f4-6fa64c384ad9,65.97,57.97,68.37,66.17,3.14,23.9,80.04,0.327,8,62.82,1,0,3,63.17,0.3481,3.428888888888892
f39a5d9e-88ca-4d4e-ae12-f18b266ec9dd,86.85,72.97,71.01,60.86,3.2,22.3,75.49,0.237,1,68.89,1,2,3,71.99000000000001,0.25405,-4.815555555555562
4cc8255e-f719-41a5-89e4-c5438e88d00b,80.25,65.45,59.08,58.39,2.62,20.0,60.69,0.779,5,61.16,1,1,2,62.265,0.31703499999999996,-17.11
fc3753a7-7b05-494b-b815-cac03f629911,90.2,80.16,72.89,59.44,3.13,29.0,84.67,0.625,3,68.27,1,2,3,76.525,0.23130499999999998,-3.8009375000000034
3c06ab1c-a80f-455e-b4e2-359ef1712509,81.79,41.75,48.78,37.15,2.51,21.1,94.97,0.717,6,57.8,0,1,2,45.265,0.425595,-9.024999999999999
4be706a5-7695-4488-83d5-b1609b01755e,77.13,61.33,69.7,66.43,2.82,18.0,86.8,0.24,7,70.32,1,1,2,65.515,0.295645,-2.8799999999999955
81d9fc21-32a7-4b0b-ab04-45604b0cc5a2,65.0,63.35,60.1,62.53,3.15,17.8,82.98,0.3399999999999999,2,63.48,1,0,3,61.725,0.36723500000000003,2.2150000000000034
a76ce44e-074d-4b4d-8dfb-2f477f5ef760,77.19,59.27,57.95,55.45,2.89,21.1,82.25,0.577,1,62.55,1,1,2,58.61,0.34906,-11.909999999999997
3eec164a-0101-474d-b9f0-b0767347e99f,96.56,66.81,63.85,65.53,2.46,27.0,73.45,0.444,5,73.39,1,3,1,65.33,0.22118,2.6650000000000063
c6caa97f-f67a-4e65-8084-b0d6d6340d6f,84.6,69.51,58.29,63.67,2.35,20.3,69.56,0.899,6,59.65,0,2,1,63.900000000000006,0.27889,-2.7042857142857173
c25b60d1-5e67-4254-9ad8-24350518b35a,70.3,69.34,62.34,68.84,3.18,22.2,64.75,0.343,7,57.99,0,0,3,65.84,0.31476,-1.0524999999999949
dd5c8d28-932d-4cb0-9e9c-ab0e7057b824,70.66,62.47,69.38,59.56,3.2,18.3,87.26,0.616,6,62.96,1,0,3,65.925,0.340905,-3.316666666666663
e3490d85-7ee5-486c-a2e9-4bf4d2c6890f,95.04,64.14,63.63,61.76,2.49,24.1,78.5,0.112,1,65.32,1,3,1,63.885000000000005,0.24290499999999995,-7.28142857142857
04ba953d-e967-4c50-b765-d64be57f1d1a,72.46,58.1,45.57,60.45,2.73,19.6,89.88,0.734,5,60.53,1,0,2,51.835,0.373305,-3.1999999999999957
53b2d326-0d1f-4bda-8c3d-8c7d16845709,85.21,69.94,74.81,74.84,2.98,22.9,69.5,0.188,8,76.21,1,2,2,72.375,0.21751500000000001,11.93
7377a3f9-83c8-43c7-9e18-94c91212f1e5,95.98,62.95,69.37,70.59,3.59,27.4,76.17,0.631,1,75.02,1,3,3,66.16,0.20582999999999999,9.145833333333336
e3051f3c-a2eb-4011-a8f6-95819b743962,94.76,53.64,60.31,65.3,2.88,27.7,64.43,0.99,5,63.08,1,3,2,56.975,0.254135,6.31444444444444
94f8bf0f-1d24-4faa-8be1-492ad4a3559c,66.45,72.97,81.32,77.17,3.69,19.4,91.06,0.751,2,71.45,1,0,3,77.145,0.271255,13.371428571428574
fb27a5a0-f68e-41c5-b698-b4310941c3f2,90.79,67.38,71.31,73.62,3.75,26.5,87.49,0.38,8,75.84,1,2,3,69.345,0.20794499999999996,7.414545454545461
1ab2d50d-7050-4eb3-a0dc-1afea049caa5,76.5,56.39,56.98,67.21,3.02,23.0,86.32,0.492,3,59.38,0,1,3,56.685,0.322315,-1.1466666666666754
fc8bfd6e-9235-4116-b825-295c9868ffb0,95.18,52.06,55.9,52.12,2.93,16.6,70.1,0.782,2,56.94,0,3,2,53.980000000000004,0.30097999999999997,-8.122000000000007
82b6d85b-1fcb-4bbd-82a4-c4e3564faa52,88.21,55.56,50.36,58.89,2.0,25.7,80.72,0.305,8,63.25,1,2,0,52.96,0.31161,-6.711666666666673
6597968f-e9af-4bff-9b5c-03c3ab56b97f,82.77,69.91,74.89,76.8,3.09,23.7,87.46,0.649,2,72.38,1,1,3,72.4,0.22132000000000002,9.918333333333322
0abc97cb-5483-4343-9663-633f2ec8d98e,86.52,52.08,63.79,56.8,3.03,17.1,68.66,0.327,5,58.46,0,2,3,57.935,0.309715,-5.941111111111113
0eefbe8a-3075-4fa5-9fbb-49db51eddaef,82.61,41.74,35.681250000000006,38.06,2.0,19.5,83.35,0.218,1,52.98,0,1,0,38.71062500000001,0.43924812499999993,-21.214285714285715
326c4a3f-427f-4643-867b-98bbd4668172,66.08,76.59,73.4,79.95,3.11,28.2,88.62,0.409,3,74.11,1,0,3,74.995,0.270845,8.728750000000005
57625471-9f22-4e53-a3ef-9e9b2b5e80f5,94.33,63.29,65.92,59.29,3.01,22.3,72.82,0.5469999999999999,6,67.16,1,3,3,64.605,0.25099499999999997,-3.25
e00fb6dd-0a82-4d05-9bcd-e6ae746881d6,88.21,70.86,74.73,62.54,2.76,22.9,86.14,0.429,7,71.55,1,2,2,72.795,0.241155,10.579999999999998
92b9dc87-dc90-4d0a-b398-a1c4426da9b4,92.74,64.55,71.88,69.17,2.51,27.5,78.26,0.778,8,75.68,1,3,2,68.215,0.21688499999999997,7.268000000000001
23192dec-ed03-44e1-8e26-d30627e8dcfd,79.12,75.07,69.58,68.98,3.36,21.6,65.32,0.321,2,71.64,1,1,3,72.32499999999999,0.25960500000000003,3.8700000000000045
4013749f-9e2d-4d7f-860e-e9925f1d4c5a,88.55,61.42,68.08,66.37,2.65,27.9,77.82,0.3279999999999999,6,72.41,1,2,2,64.75,0.25244,6.2960000000000065
3aa5ec16-860b-4fbc-9751-a8d04cc6f66f,69.13,56.61,56.11,55.76,2.34,21.5,81.04,0.833,3,54.54,0,0,1,56.36,0.38712,-15.362500000000004
1cb90fac-a184-44ed-9a89-2a00a9d45e90,82.63,74.78,69.12,68.53,3.4,18.8,93.53,0.283,4,78.79,1,1,3,71.95,0.24804,-0.49799999999999045
ff7e232d-e501-4a81-95b5-8b1048759f6f,75.12,77.7,69.24,67.64,3.0,19.6,66.05,0.225,3,69.29,1,1,2,73.47,0.27619,0.7400000000000091
39ef38dc-d7e2-4d3a-9a9b-651a0efa6a2f,84.48,75.46,80.78,82.13,3.36,29.4,82.85,0.995,6,79.95,1,2,3,78.12,0.18133,15.360769230769222
cf0a089b-cdd2-496b-b27c-c0106ba74f63,69.34,80.39,71.07,62.97,2.96,23.5,76.09,0.355,4,72.63,1,0,2,75.72999999999999,0.30654000000000003,0.2816666666666663
1b869806-3ad1-46a0-8ebe-a06f09596257,87.44,63.66,62.1,66.68,2.94,22.3,71.49,0.617,2,61.54,1,2,2,62.879999999999995,0.26156,3.8000000000000114
e7d1fd28-5d66-4317-abc1-e298942b4ec5,98.35,62.37,64.47,59.86,2.7,23.3,73.02,0.732,2,66.61,1,3,2,63.42,0.23676000000000003,-4.575000000000003
68cbf1e4-2953-4741-b420-eb228adacab2,71.35,58.54,62.48,55.61,2.67,15.6,82.44,0.4509999999999999,4,56.1,0,0,2,60.51,0.36624,-7.038000000000004
5b627521-9e23-4ebe-a64c-0812152f622c,80.34,64.73,57.0,61.34,2.22,15.7,69.56,0.634,3,62.63,1,1,1,60.865,0.312025,-3.068333333333328
cfa11d17-583e-414f-82ec-dc15b697ab1d,71.4,53.61,51.78,46.35,2.27,18.9,78.58,0.312,6,54.42,0,0,1,52.695,0.41726499999999994,-17.092000000000006
4e5f247a-3404-4a2b-8785-84447fd7927b,73.99,60.62,72.94,66.04,3.47,19.8,90.31,0.926,3,67.44,1,0,3,66.78,0.30558,-2.2749999999999915
4e4600c6-e84e-48cc-afde-ee1558b63310,68.45,63.94,62.22,56.37,3.17,24.9,74.91,0.745,2,59.72,0,0,3,63.08,0.36784999999999995,-4.689000000000007
6b2f831c-b7b6-4ca0-9e2e-e509b8a24354,97.07,60.07,68.19,70.09,3.05,24.7,78.39,0.928,2,72.75,1,3,3,64.13,0.20906000000000002,-0.17833333333332746
2bbecfd4-1343-49a0-a85a-d245bb74ed8c,85.45,61.75,57.66,54.0,2.0,19.1,87.56,0.751,4,63.48,1,2,0,59.705,0.317085,-9.798571428571428
4d623689-2c90-487c-a76d-2d30a63bef8c,82.95,65.23,64.53,67.2,2.62,18.9,70.22,0.185,1,66.95,1,1,2,64.88,0.27196,2.6980000000000075
424a3be7-dffd-43e2-8736-ff9dccf8f070,86.03,51.21,50.92,44.14,2.65,25.9,69.58,0.231,2,55.57,0,2,2,51.065,0.370265,-14.728333333333339
a279f661-1a4a-4dde-ae08-299739a79570,81.67,68.71,60.06,64.87,2.4,26.5,73.53,0.199,4,63.91,1,1,1,64.38499999999999,0.285555,-1.2839999999999918
74935e2b-4a37-46b4-8676-f5fd17f28fbf,98.72,67.93,75.01,70.21,3.7,31.2,81.19,0.762,8,69.89,1,3,3,71.47,0.18008000000000002,9.394999999999996
06a84912-539c-43b5-b855-de36633526b8,98.91,74.37,74.31,70.6,2.94,25.7,81.23,0.829,8,71.95,1,3,2,74.34,0.16954,5.771428571428558
e9045f10-ecf9-4eb3-8163-7f04ad4fc02a,77.64,70.56,68.55,67.11,3.41,30.0,76.83,0.414,1,73.63,1,1,3,69.555,0.279445,-1.6620000000000061
096c645b-cc8e-47e2-b27a-55546c67d921,68.53,79.17,80.31,81.46,3.36,30.2,72.64,0.909,8,76.77,1,0,3,79.74000000000001,0.24227999999999997,14.669999999999987
f4fff155-b55b-474d-84da-8841a6641b7c,97.89,63.59,67.43,43.89,2.7,24.4,67.69,0.223,2,64.87,1,3,2,65.51,0.28023999999999993,-18.437777777777782
37a15a0a-6eb0-4787-9384-b9ef75a2c797,88.11,59.73,63.59,62.0,3.13,24.3,58.97,0.263,5,66.59,1,2,3,61.66,0.27658,3.7411111111111097
81bb187a-8d8f-44f8-a266-e4928a16d709,66.83,65.3,68.77,74.44,3.41,23.9,89.92,0.72,3,66.44,1,0,3,67.035,0.308255,9.554999999999993
5970f4c8-79b5-4527-9e6b-74b3f4cd46dd,88.71,57.08,57.38,63.57,2.39,20.6,83.22,0.79,8,60.58,1,2,1,57.230000000000004,0.28276,-5.773333333333333
b5fbb4f0-15d1-49bd-a52a-9c6f4fd4f5b3,69.96,54.42,65.98,78.31,2.88,18.6,81.15,0.12,4,69.64,1,0,2,60.2,0.30463,10.50800000000001
a614f069-3f20-4186-a47b-24ed32824de1,85.04,68.26,56.6,63.52,2.67,20.8,76.77,0.631,2,64.53,1,2,2,62.43000000000001,0.28198999999999996,2.0758333333333354
94dbdb64-2af1-4bf1-9db2-73ccb0e6c43f,68.45,56.63,58.04,55.69,2.3,21.4,88.37,0.874,7,50.12,0,0,1,57.335,0.387125,-7.269999999999996
87f34185-911e-4430-868e-8ff122cbe8a1,76.14,74.88,70.44,66.62,3.27,25.4,76.85,0.939,3,61.13,1,1,3,72.66,0.27759999999999996,5.096666666666664
526054f4-dc58-493c-abc5-bc2cd8a9126b,98.73,69.81,72.05,70.81,2.89,26.7,82.27,0.5429999999999999,4,79.37,1,3,2,70.93,0.17985999999999996,0.27000000000001023
272a8608-bbe2-40cc-8ecf-a02d6dece9cb,68.23,74.49,82.87,76.61,3.69,23.7,85.96,0.904,1,77.35,1,0,3,78.68,0.26120999999999994,-2.473333333333329
48f101d9-e589-49a7-938f-05dda6e900b2,99.14,74.1,66.13,63.38,2.71,18.7,83.21,0.135,3,69.43,1,3,2,70.115,0.20295499999999997,-2.739999999999988
feaa121c-6d07-49aa-a333-1eb22881d163,92.69,54.17,57.54,48.31,3.11,16.5,69.73,0.1629999999999999,1,54.0,0,3,3,55.855000000000004,0.316745,-21.952249999999992
63248ab9-de8c-4c37-86fe-b9121197b5c0,89.69,67.96,61.63,67.06,2.61,20.3,80.04,0.264,8,66.47,1,2,2,64.795,0.24567500000000003,9.875714285714288
0f7e14be-6e94-4e59-951c-1c37284a64f4,76.45,44.92,47.72,44.48,2.32,18.2,95.72,0.5469999999999999,2,49.72,0,1,1,46.32,0.4218,-18.060000000000002
17d81ebe-0447-4b78-ba5f-998ef0ee38f5,72.95,67.15,71.56,68.19,3.36,17.9,78.52,0.379,2,68.51,1,0,3,69.355,0.295565,5.57
944c3bba-2f5c-4330-b2e9-5d31352c82e7,74.7,80.49,79.02,74.12,3.19,32.3,86.91,0.568,6,77.31,1,0,3,79.755,0.23957499999999998,4.400000000000006
84ef4c7c-7786-4fbb-8024-d0ee7c19c51d,66.35,52.79,48.07,51.78,2.7,14.8,75.88,0.424,7,47.79,0,0,2,50.43,0.42797,-7.488749999999996
62b6ee66-b8ac-4bdc-ab20-8c96c84d8db3,80.57,75.68,73.37,64.58,3.16,24.4,96.15,0.303,8,77.08,1,1,3,74.525,0.260405,9.994999999999997
f6f6d9d9-df5d-495b-898f-bf5ec4c8530f,72.56,88.64,87.27,88.16,3.93,33.3,70.13,0.8099999999999999,6,78.71,1,0,3,87.955,0.181415,18.99166666666666
a94f44cc-7aa4-432f-96b9-41b94c8b7068,65.08,64.0,63.57,73.17,3.16,28.8,96.69,0.151,5,70.65,1,0,3,63.785,0.328815,6.00333333333333
e5eac0bc-f10a-46d6-9545-f30fe8089b9f,68.17,65.6,66.07,54.44,3.16,23.0,85.4,0.8240000000000001,2,65.41,1,0,3,65.835,0.366495,-3.6899999999999977
14582cd1-52bd-4d38-8a79-108c35748c4f,70.31,75.68,84.89,85.84,4.0,25.0,69.86,0.95,7,68.06,1,0,3,80.285,0.220385,17.88444444444444
707741db-bbd0-4b58-9899-3ef9be587087,79.97,61.19,66.98,67.62,2.63,27.3,84.26,0.152,8,68.92,1,1,2,64.08500000000001,0.28500499999999995,4.691111111111113
0bc3b089-025f-4b22-a341-7124b7cbcc14,96.42,62.11,63.78,65.58,3.0,17.6,72.78,0.2339999999999999,2,68.96,1,3,2,62.945,0.228745,-1.6287499999999966
95736707-37e6-4e88-acd2-b18ccafeb21e,99.66,91.71,92.12,91.32,4.0,26.1,75.09,0.133,7,87.97875000000002,1,3,3,91.91499999999999,0.05165500000000005,19.70599999999999
a57fda4f-cece-4902-9336-04ec7894afad,84.94,58.51,50.41,51.99,2.7,13.8,79.95,0.5660000000000001,1,62.07,1,2,2,54.459999999999994,0.34088999999999997,-8.74666666666667
7c54f6eb-a563-47ea-b726-d80c702450cf,97.21,91.56,92.04,88.31,4.0,22.2,84.35,0.457,4,82.59,1,3,3,91.80000000000001,0.07082999999999999,16.16333333333334
cd6afbe2-c3b5-43e9-8b39-78c20f751226,70.52,77.93,69.0,69.89,3.59,18.2,70.73,0.175,3,65.93,1,0,3,73.465,0.28785499999999997,6.822500000000005
e033a9fe-83fe-4830-84b5-d80a073996bc,73.48,54.45,45.54,62.07,2.46,17.1,95.61,0.967,5,55.54,0,0,1,49.995000000000005,0.36988499999999996,-2.410769230769226
0d8365a9-e0fa-4075-991c-05902a1e9a90,88.61,66.86,59.74,71.21,2.6,26.3,74.9,0.3319999999999999,5,67.28,1,2,2,63.3,0.24203000000000002,10.41833333333333
72347459-78fa-4d40-9db0-7a41ab234245,99.87,59.15,60.71,62.77,2.18,16.1,90.8,0.924,6,60.79,1,3,1,59.93,0.23241999999999996,5.281250000000007
f62d4145-1a08-49f0-b916-e3ce280e4b9b,66.51,43.02,52.4,41.01,2.56,19.0,67.63,0.295,5,56.88,0,0,2,47.71,0.4678,-25.652499999999996
449bf385-78ac-456c-8fbb-b56d26417bbd,84.45,82.48,81.73,73.93,3.68,25.1,82.27,0.999,2,73.88,1,2,3,82.105,0.19409499999999993,10.43777777777779
6d9d785f-d97d-46e1-b64c-9338f09aaf56,78.25,58.21,63.98,58.92,2.04,18.5,72.95,0.425,5,61.36,1,1,1,61.095,0.32695500000000005,-0.8314285714285674
059554ed-b80d-428f-9522-fbd9c4bd6c25,82.65,63.21,52.29,68.42,3.18,16.4,78.24,0.561,1,59.69,0,1,3,57.75,0.2908899999999999,7.036666666666669
fd19a4ed-dd5f-4e9a-861a-fbddf306746e,94.01,60.06,49.05,63.45,3.26,22.6,84.59,0.706,7,68.49,1,3,3,54.555,0.26994499999999994,-6.063999999999993
b598fe04-e1c8-4cef-b08d-3093e3ac484c,79.82,68.63,66.11,64.04,3.18,19.2,58.80000000000002,0.7769999999999999,7,59.3,0,1,3,67.37,0.28649,6.856666666666662
50dc0286-c2b4-4225-ae13-ddbc63f56a47,66.22,73.15,76.31,75.52,3.3,20.6,71.99,0.196,8,75.45,1,0,3,74.73,0.28437,8.452857142857141
c286c93f-018c-4d91-a892-e965a28ead28,81.75,78.81,80.27,82.07,3.47,23.4,77.47,0.329,2,75.14,1,1,3,79.53999999999999,0.18817000000000003,19.596666666666664
a2f76233-d53f-4afc-a3f2-0ef0ed453e68,76.67,51.52,44.13,53.21,2.09,22.1,80.25,0.658,2,51.43,0,1,1,47.825,0.390215,-11.595555555555556
c4975ba7-9f85-46d5-b4f5-014da271efb2,69.82,56.58,65.59,58.31,2.7,19.7,89.09,0.85,4,60.67,1,0,2,61.085,0.36253500000000005,-2.258571428571429
a581e857-835a-44bf-b37c-5278c09eb376,65.68,84.23,78.17,75.37,4.0,23.1,75.73,0.593,1,68.99,1,0,3,81.2,0.2675699999999999,17.300000000000004
5589f551-1296-4c7b-8656-1a89cbff1a3b,90.79,65.44,67.92,73.1,3.43,21.1,79.68,0.683,5,70.02,1,2,3,66.68,0.21749999999999997,2.575000000000003
d32eddcf-d34e-491d-921d-2baa05686590,94.1,51.99,54.35,53.46,2.28,16.3,81.18,0.136,5,62.27,1,3,1,53.17,0.30371000000000004,-11.527499999999996
994a4ba6-0fec-47d9-a65e-c3f6c610fe34,84.42,58.91,52.15,58.46,2.0,22.3,81.7,0.5660000000000001,6,60.92,1,2,0,55.53,0.32034999999999997,-2.276666666666671
4adab946-10b9-4223-a165-5c264b7c8a7e,74.23,46.42,54.28,49.0,2.58,18.2,78.23,0.869,2,50.89,0,0,2,50.35,0.40503,-15.422222222222231
f6bdeec8-ef78-450b-9930-1059f92ff04a,68.32,71.44,68.6,75.93,2.94,23.0,74.76,0.975,6,65.62,1,0,2,70.02,0.28887,9.333333333333343
9e3242ec-2ff4-40c8-97ae-0d88c8cf2971,78.2,52.34,59.83,47.6,2.25,17.9,75.73,0.837,2,54.78,0,1,1,56.085,0.376145,-15.763750000000002
65024a5a-a1d0-4ca4-8a1a-336c0bee1228,67.1,59.53,52.72,42.82,2.0,22.2,75.91,0.256,6,56.88,0,0,0,56.125,0.434765,-8.247499999999995
a2160ed9-a8fb-4e73-a79d-85f7df28c905,98.17,63.39,59.18,55.04,3.45,22.0,80.22,0.956,1,62.85,1,3,3,61.285,0.258345,1.0050000000000026
534c8fd7-1c18-494e-88b5-273b391401b9,82.62,59.56,63.78,56.24,2.49,23.4,77.8,0.996,7,59.88,0,1,1,61.67,0.31578999999999996,-0.7071428571428555
06b0eec1-1906-4a50-96ba-b40f37cfcb1a,83.67,80.49,76.87,85.85,3.78,22.9,84.12,0.745,6,77.59,1,2,3,78.68,0.17173,24.79099999999999
56bb0e9e-3ff0-4862-9771-d2f5a857f5c3,90.05,58.23,62.13,53.71,2.32,16.6,84.58,0.4429999999999999,4,56.22,0,2,1,60.18,0.29813,-3.299999999999997
2b3373fc-74e8-4dfb-bc40-3cf91ed1d4b2,73.49,59.83,57.94,56.1,2.88,16.2,83.03,0.4589999999999999,5,56.67,0,0,2,58.885,0.36108500000000004,-2.2950000000000017
1352361f-e13d-4541-a7da-80c8044e622c,75.99,67.11,75.21,77.09,3.53,23.1,77.71,0.987,6,68.29,1,1,3,71.16,0.25129,6.351250000000007
11efd528-71b6-4fdc-b903-1ea648da488d,84.3,78.57,70.4,73.44,3.14,19.2,82.59,0.817,1,70.74,1,2,3,74.485,0.219025,1.5577777777777868
445d4459-9811-42ba-8d55-e161ce4fd1ba,99.23,72.16,66.96,66.61,2.76,25.7,69.55,0.618,5,68.45,1,3,2,69.56,0.19456999999999997,1.456000000000003
51267e26-a4ea-4ff5-97c8-9c4392df78a4,71.19,51.55,68.47,50.82,2.44,20.7,84.95,0.897,2,58.32,0,0,1,60.01,0.38275,-15.675000000000004
76ea59b3-2a7e-4065-95c4-431dcb756061,67.7,66.64,74.3,66.0,2.77,19.1,71.77,0.235,2,69.1,1,0,2,70.47,0.31979,4.826666666666675
7b7f7262-c624-470d-9c77-371c08a55641,97.88,75.12,70.16,56.73,3.59,28.4,83.46,0.1699999999999999,1,77.52,1,3,3,72.64,0.22037000000000004,-2.034166666666664
462954d2-dfe3-4d37-854d-3ec25ea38f7a,78.04,71.96,71.25,68.11,2.96,24.7,83.43,0.31,5,68.48,1,1,2,71.60499999999999,0.268695,3.892857142857139
a2a7f2d1-66b5-471d-8e0d-49307e633699,96.4,66.77,73.35,59.4,2.75,29.8,94.61,0.219,1,76.28,1,3,2,70.06,0.22601999999999997,-4.086666666666673
f66f53f8-94e1-4672-9a2d-6ffde05a00cf,91.45,67.54,64.84,65.4,2.63,20.4,86.27,0.5820000000000001,7,65.96,1,3,2,66.19,0.23942999999999998,0.3887500000000017
eb16741a-1a69-4c64-84d5-21a755bb3bf9,87.01,72.18,80.12,75.56,3.39,25.7,72.57,0.635,3,74.35,1,2,3,76.15,0.19682999999999992,19.650000000000006
1dd891fb-a6d2-46ad-be5c-49bce23e331e,92.07,57.35,56.86,65.38,2.37,17.8,71.05,0.515,2,62.8,1,3,1,57.105000000000004,0.264265,2.1299999999999955
cb4903c4-180d-4ab1-93d6-73cad0365f8d,80.38,65.69,68.56,61.19,2.85,18.2,85.9,0.607,3,68.14,1,1,2,67.125,0.29353500000000005,2.048181818181824
198f5583-3077-44ea-bd85-d1e8ff9dfe4a,91.81,60.29,59.74,58.03,3.17,27.3,81.18,0.5509999999999999,5,66.43,1,3,3,60.015,0.27862499999999996,1.8725000000000023
085900e4-32a0-4b53-b901-43e023a7d6a8,68.24,54.65,55.87,60.61,2.59,16.0,84.2,0.367,3,57.27,0,0,2,55.26,0.37943000000000005,-0.730000000000004
025f31e5-fc29-4875-b35d-7c868159d210,73.3,63.82,68.04,59.37,2.65,24.3,74.73,0.285,5,67.08,1,0,2,65.93,0.3309,-3.998333333333335
a5d2b13e-7207-42d3-98ab-e151a3d4bc49,98.37,80.1,74.43,74.2,3.41,27.0,90.94,0.8019999999999999,5,79.5,1,3,3,77.265,0.15212499999999995,-0.1216666666666697
bd331125-4718-41ce-843c-3c4424e3ade1,96.04,64.18,57.63,53.93,2.81,15.6,80.34,0.404,2,62.5,1,3,2,60.905,0.271335,-15.0446590909091
edfb00b8-48e7-49ec-ad47-fe0b5fa560e9,99.95,66.27,70.31,65.93,2.98,27.2,86.24,0.325,5,71.6,1,3,2,68.28999999999999,0.19753999999999997,4.450972222222234
d91a2677-c584-428d-ae4f-fefa92eef92a,95.14,73.94,73.55,66.26,3.1,23.8,78.01,0.2009999999999999,6,68.32,1,3,3,73.745,0.19942499999999996,-1.3633333333333297
00d5ab0a-ffd2-49cf-80e4-210a10bcd2eb,73.22,63.33,62.73,60.62,2.49,24.3,79.4,0.625,3,61.05,1,0,1,63.03,0.33617,-2.6209375000000037
4e0405cf-6df9-4091-946a-edb63f2fb56a,77.51,66.37,62.87,55.9,3.28,20.2,88.98,0.347,8,65.97,1,1,3,64.62,0.3284,0.296875
3acf28a6-7499-46ae-8428-2e5f24facd9c,82.35,74.65,75.61,75.69,3.1,27.6,76.14,0.1709999999999999,1,80.98,1,1,3,75.13,0.21814000000000003,5.269999999999996
b6fc0dda-e62b-46ae-998d-640062ad2379,71.01,58.65,63.79,79.48,3.21,17.9,69.78,0.348,8,66.54,1,0,3,61.22,0.29385999999999995,2.9819999999999993
b7829063-0607-4a5e-a86b-bd874703ccb1,89.94,44.68,49.05,49.14,2.12,23.0,80.14,0.179,6,60.74,1,2,1,46.864999999999995,0.35222499999999995,-7.012499999999996
3006f0df-02d8-430f-8be4-964ed175c79d,66.9,57.97,73.18,60.95,2.77,19.9,79.68,0.562,3,59.71,0,0,2,65.575,0.35282499999999994,-4.310000000000002
7ba8ada7-c07c-4f72-8d67-bf720956dea1,72.17,74.52,64.64,55.63,3.6,16.5,76.8,0.628,8,64.63,1,0,3,69.58,0.33568999999999993,-3.5133333333333354
163dc9e3-49e9-458d-aa75-cbee1d7aae34,93.69,52.0,58.34,67.22,2.82,15.4,81.08,0.458,7,64.66,1,3,2,55.17,0.25807,6.3459999999999965
a67955e9-697f-4e4b-8792-a4b8c44a29db,69.13,62.43,65.62,65.59,3.28,19.7,77.24,0.111,2,67.97,1,0,3,64.025,0.334635,-1.4171428571428493
ef199a3b-e1c1-4b4d-a605-9cd90cc3a05f,77.48,81.86,75.03,82.9,3.9,19.7,91.84,0.45,4,75.8,1,1,3,78.445,0.20604499999999998,12.877499999999998
8a2205b2-de03-494c-a23c-6cdb4fda46ec,66.0,48.42,45.78,43.62,2.4,15.8,83.14,0.6639999999999999,6,53.21,0,0,1,47.1,0.46384000000000003,-17.18
881beedb-82ce-49cf-877a-66fcd9db033b,65.96,74.45,74.56,62.99,3.87,25.1,85.66,0.649,3,70.36,1,0,3,74.505,0.32367500000000005,-3.891666666666673
c87aca70-9543-43bb-b8b3-7695cb8ce240,80.23,67.45,71.55,77.47,3.69,19.7,79.77,0.688,6,71.79,1,1,3,69.5,0.23817,15.915
1aa7069c-70a8-4257-a255-05bfa2840015,70.59,46.37,48.62,38.3,2.63,23.6,75.39,0.26,8,49.39,0,0,2,47.495,0.460255,-22.18
6f13e227-2a50-4934-87ac-3df19f77badf,84.53,81.42,80.86,77.39,3.44,22.3,88.99,0.764,8,71.05,1,2,3,81.14,0.18628999999999998,13.849886363636365
f8a7449b-c236-4c34-8311-7774095a7190,94.94,75.38,77.56,71.45,3.39,24.0,78.62,0.99,5,72.47,1,3,3,76.47,0.17648000000000003,12.464444444444446
8a49cec0-a6c2-4809-9542-fa9b854b9f22,88.59,59.45,63.13,65.52,2.33,19.4,79.96,0.617,3,67.97,1,2,1,61.290000000000006,0.26520999999999995,2.6400000000000006
868c04ec-f6a7-4912-891d-b11f7cc0f95b,99.7,67.82,69.52,66.51,2.75,17.2,77.65,0.4269999999999999,4,68.72,1,3,2,68.66999999999999,0.19566000000000003,9.260000000000005
eb2b82f9-98dd-4225-985a-438b861764d1,75.38,63.19,75.41,72.58,3.44,29.6,82.92,0.8210000000000001,5,70.53,1,1,3,69.3,0.2728400000000001,0.3166666666666629
05942666-b12d-4a77-95b7-b80839e06615,66.88,85.47,93.09125,89.82,3.72,31.0,85.05,0.511,6,81.36,1,0,3,89.280625,0.19517812500000006,14.121999999999986
36fd2182-2fe2-4dec-96e7-401c3c5612ff,94.6,69.45,59.08,64.77,3.13,17.0,91.12,0.356,7,64.73,1,3,3,64.265,0.234495,2.1374999999999957
