attendance_percentage,midterm_score,historical_gpa,study_hours_per_week,subject_difficulty_score,ca_avg,rule_risk_score,final_score,pass_fail
87.56,57.65,2.96,22.1,0.597,67.285,0.274955,66.54,1
84.54,69.82,3.47,25.3,0.494,78.69,0.21631,78.19,1
78.57,78.6,3.39,22.0,0.658,75.3,0.22402,72.6,1
72.69,61.49,3.13,25.7,0.767,60.52,0.3432099999999999,67.02,1
88.24,74.88,2.95,26.9,0.963,70.09,0.21213,68.89,1
72.87,63.13,2.85,24.7,0.744,69.245,0.311395,69.59,1
92.71,75.81,2.78,20.9,0.494,67.35,0.19968,72.89,1
75.06,42.25,2.15,18.5,0.76,52.89,0.41434,53.56,0
78.21,59.65,2.77,21.5,0.85,62.275000000000006,0.321385,61.71,1
81.75,60.58,2.91,17.0,0.434,69.495,0.282775,62.7,1
76.52,73.78,3.42,19.7,0.618,76.12,0.24422,68.45,1
93.9,66.94,2.98,20.9,0.235,77.10499999999999,0.192265,70.8,1
88.87,67.2,3.58,26.3,0.272,73.77000000000001,0.2216099999999999,70.18,1
80.65,68.86,3.31,17.7,0.682,63.955,0.278955,68.32,1
93.61,74.81,2.67,18.5,0.833,69.735,0.1919249999999999,70.82,1
75.1,59.74,2.89,18.7,0.592,54.935,0.355575,60.21,1
91.53,75.86,4.0,30.9,0.752,77.9,0.1725999999999999,80.42,1
68.65,64.54,2.53,19.5,0.7929999999999999,70.03999999999999,0.3216599999999999,69.05,1
98.94,67.1,2.94,19.0,0.934,61.315,0.218995,66.07,1
93.72,68.44,3.05,14.7,0.604,56.435,0.250495,61.82,1
81.65,71.64,3.04,23.5,0.124,63.47500000000001,0.2680549999999999,67.11,1
78.81,47.95,2.47,23.3,0.876,49.56,0.3922299999999999,54.78,0
92.05,56.95,2.69,17.4,0.8880000000000001,67.075,0.259725,58.63,0
93.27,56.28,2.91,25.6,0.747,61.36,0.274,57.16,0
70.51,69.77,2.68,17.5,0.6910000000000001,58.345,0.333615,63.84,1
88.62,77.19,3.18,24.4,0.495,69.56,0.2052699999999999,72.91,1
71.77,60.77,2.6,20.6,0.766,60.685,0.348555,65.02,1
75.39,56.43,3.18,16.4,0.4059999999999999,61.235,0.345445,59.79,0
93.65,78.38,3.44,31.8,0.4599999999999999,78.985,0.153305,82.25,1
84.93,73.69,3.7,24.2,0.982,77.18,0.2076699999999999,73.22,1
73.7,75.91,2.96,28.7,0.874,81.105,0.2341549999999999,71.82,1
86.04,62.52,2.47,18.5,0.5700000000000001,59.415,0.2900349999999999,56.74,0
90.17,74.45,2.96,27.2,0.827,67.07,0.2147599999999999,71.69,1
85.48,84.99,3.89,32.2,0.293,78.57,0.1674,84.08,1
98.09,65.24,2.75,23.8,0.6559999999999999,67.785,0.208565,64.19,1
93.9,67.63,3.36,30.4,0.294,79.78999999999999,0.18214,75.4,1
93.52,68.92,3.08,23.2,0.4429999999999999,67.755,0.215895,71.6,1
77.8,64.81,3.56,23.3,0.5,76.995,0.263385,73.72,1
65.77,48.96,2.66,22.5,0.883,61.49,0.40557,59.12,0
86.23,67.1,2.98,19.8,0.756,75.43,0.22749,69.55,1
65.19,75.86,4.0,21.6,0.118,72.835,0.293155,66.23,1
93.75,94.50125,4.0,28.8,0.1629999999999999,88.35,0.07644625,87.97875000000002,1
87.86,62.38,2.59,25.6,0.927,65.29,0.26555,63.14,1
88.76,61.98,2.45,18.2,0.581,61.7,0.2739199999999999,71.88,1
65.28,64.38,2.47,19.8,0.922,65.6,0.34894,62.45,1
84.77,52.74,2.07,23.4,0.742,49.965,0.352805,58.75,0
71.51,35.74,2.0,20.3,0.977,42.75,0.4784899999999999,46.94,0
73.27,61.0,2.8,27.8,0.629,58.775,0.347595,64.88,1
69.03,57.2,2.78,25.9,0.433,59.865,0.3726849999999999,64.01,1
74.76,64.71,3.22,19.7,0.954,70.33500000000001,0.2958249999999999,64.49,1
73.42,63.69,3.19,24.8,0.994,63.25,0.3254999999999999,64.62,1
85.72,65.15,3.63,23.4,0.867,57.66,0.28869,72.8,1
95.8,59.3,2.59,20.9,0.678,65.115,0.243555,69.72,1
69.16,62.87,2.59,21.5,0.638,58.73,0.35856,59.55,0
97.17,76.63,3.19,21.5,0.403,73.84,0.15991,74.91,1
77.89,42.47,2.0,14.6,0.99,48.715,0.414885,50.64,0
99.88,50.0,2.56,19.5,0.536,57.870000000000005,0.2768699999999999,60.84,1
91.49,55.12,2.65,18.3,0.713,59.73,0.28949,67.12,1
76.06,46.12,2.3,13.3,0.607,52.49,0.3999299999999999,56.88,0
98.52,64.81,2.18,23.8,0.751,59.71,0.23236,73.07,1
87.02,77.68,3.47,28.0,0.19,76.565,0.189185,77.21,1
79.35,75.1,4.0,26.5,0.324,86.485,0.197845,76.36,1
81.22,72.99,2.92,29.3,0.654,78.09,0.22188,73.59,1
71.53,65.81,2.8,16.8,0.649,67.73,0.31326,62.69,1
90.88,66.22,2.81,17.5,0.796,56.165,0.269325,55.96,0
73.69,62.43,2.9,18.0,0.105,58.905,0.341235,61.09,1
80.15,68.64,3.48,24.8,0.219,69.925,0.263705,69.57,1
99.34,74.24,2.88,21.7,0.305,68.63,0.17403,74.1,1
82.06,67.54,3.2,26.0,0.923,64.60499999999999,0.275325,65.21,1
94.19,52.53,2.35,20.9,0.843,53.965,0.303755,51.97,0
93.05,70.86,3.31,22.8,0.739,60.92,0.23246,66.76,1
81.11,83.77,4.0,32.7,0.445,78.50999999999999,0.18872,83.68,1
85.58,44.2,2.0,19.6,0.731,58.02,0.35102,58.82,0
86.23,55.24,2.48,26.6,0.844,50.82,0.3369,58.72,0
92.9,64.74,2.37,17.0,0.129,65.11,0.2388499999999999,68.39,1
75.31,50.92,2.29,26.8,0.356,62.52,0.35844,63.85,1
94.93,66.43,2.91,18.1,0.2299999999999999,63.975,0.2290649999999999,66.39,1
72.09,62.22,2.62,19.5,0.315,68.005,0.320965,61.25,1
66.4,50.77,2.0,17.5,0.147,42.84,0.45357,50.31,0
89.34,33.71125000000001,2.0,8.900000000000006,0.251,36.11687500000001,0.433155625,43.84875,0
98.18,68.14,2.72,26.4,0.157,69.935,0.1930549999999999,73.51,1
66.15,66.68,3.13,15.5,0.448,57.735,0.3621549999999999,57.04,0
80.37,52.27,2.87,21.8,1.0,49.855,0.372145,51.76,0
81.32,65.59,2.89,19.1,0.8480000000000001,61.95,0.2921,66.01,1
68.06,46.08,2.61,14.2,0.609,49.43,0.4412299999999999,49.11,0
85.09,70.04,2.9,17.1,0.244,62.665000000000006,0.2615249999999999,62.92,1
96.11,54.23,2.62,23.1,0.658,58.225,0.2781949999999999,68.48,1
68.73,72.19,3.28,27.1,0.436,61.825,0.323035,61.91,1
87.07,66.47,2.81,18.3,0.1129999999999999,69.435,0.244005,70.49,1
72.69,64.34,2.93,19.9,0.465,65.12,0.32086,67.4,1
87.81,64.37,2.25,22.7,0.258,58.85,0.2790999999999999,65.55,1
87.52,55.71,2.19,17.8,0.291,61.52,0.29823,61.88,1
84.42,67.85,2.95,27.7,0.917,63.31,0.26884,67.38,1
71.24,71.18,3.37,21.8,0.7,70.805,0.289085,68.85,1
86.35,51.52,2.79,24.7,0.11,60.865,0.317445,61.76,1
65.5,53.26,3.09,17.6,0.607,54.46,0.41484,50.65,0
70.68,75.35,2.95,17.4,0.776,66.125,0.292855,60.93,1
99.91,57.09,2.0,18.7,0.8160000000000001,50.24,0.27837,61.09,1
67.24,50.65,3.0,28.3,0.659,61.445,0.394755,57.78,0
94.32,54.6,2.58,20.9,0.5509999999999999,56.11,0.29059,58.79,0
73.75,75.71,4.0,24.8,0.413,80.44999999999999,0.23652,76.25,1
70.03,35.63,2.03,15.2,0.608,41.24625,0.4892512499999999,46.72,0
67.8,61.97,3.21,20.1,0.747,55.36,0.37681,54.67,0
96.98,62.67,3.36,18.4,0.299,70.41,0.21284,74.82,1
69.44,64.26,3.34,26.2,0.161,68.935,0.322655,67.57,1
97.05,63.55,2.0,17.9,0.362,54.645,0.257215,61.75,1
67.73,56.71,3.18,29.7,0.474,64.505,0.365435,66.11,1
99.47,70.31,3.28,23.3,0.724,69.475,0.1827649999999999,78.01,1
75.3,65.96,3.16,23.0,0.233,74.255,0.2781550000000001,69.83,1
80.39,66.14,2.74,26.2,0.284,78.74,0.2438,75.31,1
70.98,67.17,3.62,24.0,0.152,72.12,0.29821,71.9,1
86.48,86.68,4.0,27.7,0.418,85.89500000000001,0.1363549999999999,87.97875000000002,1
71.44,57.8,3.31,16.5,0.687,57.82,0.36738,56.3,0
89.83,71.46,2.53,26.3,0.64,70.92,0.2135399999999999,69.5,1
90.22,55.41,3.03,25.2,0.603,59.845,0.293355,67.93,1
84.64,65.96,3.17,24.7,0.835,67.57,0.26085,64.68,1
71.47,54.3,3.06,21.9,0.418,61.075,0.367995,63.52,1
65.68,63.02,2.8,27.7,0.216,64.11500000000001,0.355875,64.81,1
99.01,72.06,3.13,26.3,0.969,65.33,0.1917899999999999,69.56,1
83.68,66.96,3.01,24.5,0.349,58.055,0.2902349999999999,61.92,1
90.89,47.0,2.0,21.3,0.716,47.125,0.3540649999999999,47.77,0
79.36,89.61,3.4,22.6,0.663,76.27,0.18492,73.28,1
85.13,71.17,3.26,25.0,0.648,73.97999999999999,0.22403,77.35,1
71.93,59.4,3.19,25.2,0.6950000000000001,55.855,0.366515,58.88,0
84.17,73.55,3.41,26.7,0.197,76.775,0.2123449999999999,75.47,1
69.98,62.59,3.53,29.5,0.483,66.05,0.3341599999999999,63.89,1
83.51,57.22,2.73,22.3,0.853,55.36,0.32822,59.74,0
91.56,48.99,2.52,18.0,0.129,61.815,0.301345,59.18,0
76.44,51.66,2.0,14.2,0.9,57.085,0.3680049999999999,57.26,0
72.49,67.7,2.87,24.7,0.8869999999999999,67.63499999999999,0.304035,62.38,1
77.56,37.32,2.46,13.6,0.4429999999999999,47.905,0.4340849999999999,44.68,0
97.48,74.86,2.66,17.0,0.807,65.605,0.1886849999999999,62.88,1
83.91,55.23,2.89,19.1,0.515,54.1,0.33637,59.47,0
66.87,70.27,3.03,21.1,0.518,62.175,0.335185,60.74,1
69.5,37.06,2.5,24.0,0.183,46.365,0.471725,53.61,0
89.11,69.55,3.5,19.1,0.37,69.005,0.227895,71.58,1
88.32,65.3,3.14,20.7,0.518,71.89,0.23515,66.56,1
85.09,50.47,2.98,18.1,0.77,61.33,0.32424,57.7,0
88.85,75.39,3.01,23.4,0.128,72.235,0.201725,77.06,1
98.77,78.43,3.7,24.2,0.486,69.405,0.1614149999999999,66.43,1
83.6,66.9,2.62,18.1,0.498,61.785,0.279545,64.44,1
93.6,79.1,3.88,32.2,0.127,73.83500000000001,0.166795,77.45,1
71.44,60.42,2.19,19.0,0.8939999999999999,54.17,0.3704699999999999,57.94,0
72.84,90.11,3.8,26.1,0.579,78.89500000000001,0.2016249999999999,79.44,1
74.02,44.59,2.22,19.7,0.303,42.915,0.441405,44.78,0
89.7,51.9,2.22,25.1,0.1669999999999999,56.48,0.31606,62.96,1
91.11,74.64,3.31,29.4,0.706,76.25999999999999,0.18286,80.81,1
98.03,67.83,3.45,20.3,0.77,81.775,0.1590649999999999,77.23,1
82.27,68.58,3.55,24.0,1.0,69.145,0.257745,68.29,1
73.35,44.32,2.44,20.0,0.159,44.7,0.4395400000000001,48.1,0
77.65,65.34,2.38,23.2,0.74,59.31999999999999,0.3154199999999999,64.95,1
85.03,74.4,3.39,25.1,0.8869999999999999,73.2,0.21708,69.65,1
75.8,56.04,2.38,13.6,0.661,58.475,0.353255,67.67,1
85.37,45.63,2.88,17.9,0.932,47.06,0.3804499999999999,51.36,0
91.99,61.17,3.2,21.8,0.4509999999999999,64.62,0.25467,68.46,1
68.94,48.8,2.53,21.7,0.2339999999999999,50.605,0.426025,51.48,0
87.7,83.11,3.54,27.3,0.102,78.47999999999999,0.16443,80.05,1
84.15,67.14,3.15,24.6,0.622,62.705,0.2738649999999999,60.98,1
68.71,60.29,2.88,18.7,0.235,57.875,0.370665,65.88,1
77.64,77.94,2.9,29.9,0.637,78.595,0.219835,76.27,1
67.74,67.99,2.91,16.3,0.239,61.455,0.340705,69.45,1
75.65,59.17,2.91,20.2,0.391,61.825,0.3344149999999999,60.57,1
93.44,77.66,3.7,25.3,0.1139999999999999,79.53,0.15467,81.59,1
99.25,84.15,3.15,29.3,0.961,80.32,0.1095899999999999,77.36,1
74.79,65.6,2.97,22.6,0.428,65.485,0.307585,61.4,1
85.79,51.65,2.63,26.1,0.993,61.18000000000001,0.3183499999999999,65.37,1
76.13,76.8,3.44,30.5,0.746,84.640625,0.211158125,83.26,1
86.42,94.50125,3.92,23.6,0.397,82.87,0.1222062499999999,87.97875000000002,1
78.25,55.82,2.75,24.2,0.73,55.445,0.353205,61.31,1
96.37,91.36,3.31,26.9,0.267,80.59,0.0986699999999999,87.55,1
68.52,56.67,2.71,17.3,0.819,60.855,0.373345,57.39,0
89.59,63.68,3.28,29.0,0.424,68.205,0.245985,68.49,1
79.13,55.6,3.06,18.2,0.104,66.0,0.31868,70.87,1
85.19,71.03,3.14,24.6,0.7070000000000001,65.71000000000001,0.2490199999999999,65.76,1
82.51,58.44,2.67,21.5,0.631,63.185,0.305085,63.61,1
88.11,65.49,2.82,16.7,0.216,61.425,0.266815,66.77,1
73.25,58.96,3.15,24.0,0.495,64.155,0.337655,66.94,1
88.6,55.2,3.25,24.8,0.717,64.345,0.286965,62.7,1
75.73,68.44,2.76,15.9,0.6950000000000001,58.045,0.317625,65.92,1
72.96,69.32,3.03,23.1,0.739,67.48500000000001,0.297745,69.36,1
93.28,42.56,2.26,16.9,0.512,39.62125,0.38033625,57.01,0
86.54,49.2,2.82,20.4,0.918,61.77,0.3209299999999999,55.46,0
98.27,71.11,3.59,29.7,0.8560000000000001,68.23,0.1889,66.51,1
94.82,55.81,2.78,15.1,0.444,53.675,0.292265,61.55,1
75.99,64.14,3.12,26.0,0.479,64.385,0.310465,69.62,1
76.07,54.73,2.7,19.8,0.8779999999999999,59.54,0.35291,59.87,0
69.71,47.84,2.26,16.0,0.795,43.275,0.447815,47.07,0
72.9,60.12,2.61,19.8,0.214,60.005,0.348025,63.48,1
76.77,65.32,3.1,18.4,0.423,60.83,0.31447,61.68,1
92.5,55.87,3.11,18.9,0.916,61.025,0.279315,59.81,0
85.79,47.61,2.41,19.4,0.264,58.72,0.33785,57.49,0
74.08,54.16,2.58,18.9,0.263,62.575,0.353475,60.44,1
81.07,83.68,3.9,24.9,0.253,90.06562500000001,0.1544831249999999,85.93,1
78.74,72.33,3.63,25.4,0.8630000000000001,70.705,0.2559350000000001,65.86,1
65.78,59.95,2.95,20.2,0.554,59.825,0.377555,55.81,0
96.87,69.92,3.04,21.1,0.866,68.78,0.1964199999999999,69.02,1
92.45,72.91,3.96,31.1,0.712,75.405,0.185255,74.92,1
72.81,76.01,3.86,19.6,0.519,70.295,0.2698449999999999,69.76,1
98.25,76.56,3.26,26.4,0.95,74.965,0.1524249999999999,76.77,1
81.08,87.3,3.31,25.7,0.906,80.755,0.171515,76.57,1
97.87,52.63,2.22,20.6,0.5650000000000001,52.465,0.2932349999999999,61.63,1
72.49,49.75,2.69,16.2,0.137,60.61,0.37896,60.45,1
93.0,64.47,3.37,27.0,0.397,71.19,0.22102,76.12,1
99.4,71.91,2.91,26.0,0.155,74.16999999999999,0.16416,74.99,1
75.93,73.88,3.16,20.1,0.937,75.31,0.24871,71.91,1
84.64,55.03,2.71,20.2,0.554,58.19500000000001,0.3217649999999999,61.24,1
82.35,62.43,2.99,26.3,0.243,67.875,0.2796849999999999,71.14,1
71.55,53.52,2.23,14.6,0.27,57.595,0.380455,58.0,0
71.9,83.69,2.86,27.9,0.817,72.1,0.24503,71.68,1
91.81,73.04,3.5,21.8,0.917,72.565,0.1959449999999999,68.97,1
77.6,65.42,3.14,28.1,0.8630000000000001,64.98,0.2984,67.67,1
69.28,55.78,2.69,20.0,0.31,50.32,0.40458,59.02,0
98.54,52.4,2.04,16.8,0.65,60.885,0.2659849999999999,58.54,0
82.35,50.24,2.83,19.5,0.186,47.69,0.37681,56.54,0
71.29,59.87,2.75,18.7,0.417,51.175,0.3817049999999999,58.36,0
96.06,77.26,3.48,30.5,0.488,82.44,0.1366599999999999,78.77,1
67.09,77.74,4.0,23.3,0.688,78.695,0.262335,69.98,1
68.45,55.03,3.28,16.2,0.537,61.15,0.37766,55.29,0
84.02,69.26,3.12,18.3,0.106,66.33500000000001,0.2571349999999999,77.66,1
77.11,54.74,2.54,24.1,0.607,63.545,0.336705,63.12,1
67.39,55.96,2.63,19.8,0.638,64.14500000000001,0.370125,60.1,1
77.16,64.26,3.13,18.0,0.378,57.085,0.327325,63.0,1
74.33,58.81,2.32,26.6,0.631,60.045,0.346115,62.01,1
80.9,53.97,2.62,19.7,0.999,60.11,0.3341599999999999,51.56,0
98.13,78.61,3.16,22.7,0.8,71.555,0.1569849999999999,68.83,1
74.3,57.53,2.71,22.4,0.678,65.41,0.33398,62.76,1
72.75,86.73,2.55,22.1,0.2279999999999999,70.245,0.2380749999999999,77.85,1
88.68,66.01,2.9,25.9,0.261,65.595,0.2504649999999999,70.46,1
76.76,61.9,2.99,21.1,0.4469999999999999,60.46,0.3258799999999999,68.2,1
81.47,63.79,2.28,24.5,0.288,57.075,0.311525,66.54,1
97.32,83.1,4.0,29.9,0.12,82.235,0.114715,87.71,1
67.96,67.54,2.39,24.3,0.942,58.34,0.35052,57.76,0
84.86,67.57,3.0,25.7,0.955,64.155,0.265385,65.64,1
98.7,75.68,3.16,27.7,0.143,73.68,0.1571199999999999,75.77,1
97.26,91.48,4.0,25.8,0.744,88.63,0.0706299999999999,87.97875000000002,1
99.35,35.97,2.23,19.2,0.247,50.08,0.34445,56.89,0
76.42,86.64,4.0,26.2,0.726,77.32,0.20244,75.72,1
98.9,58.37,2.38,20.2,0.742,57.965,0.255395,62.81,1
75.83,80.6,3.78,30.5,0.417,72.41499999999999,0.237635,71.23,1
70.22,69.97,2.73,18.2,0.146,63.315,0.319265,69.6,1
87.19,67.42,3.39,20.9,0.8210000000000001,67.17,0.24747,69.22,1
75.85,73.43,3.06,25.9,0.967,74.03,0.25422,79.48,1
67.8,56.02,2.95,22.4,0.98,55.645,0.3938049999999999,54.79,0
96.91,69.2,3.04,26.1,0.805,72.525,0.187185,71.03,1
68.06,66.85,2.63,23.2,0.775,66.75,0.32696,64.77,1
91.63,70.49,3.32,18.5,0.833,77.515,0.189465,76.19,1
85.98,60.71,2.74,19.6,0.75,66.62,0.2740899999999999,69.19,1
73.18,79.09,3.64,21.9,0.145,69.10499999999999,0.262695,69.45,1
66.48,63.59,3.1,26.7,0.792,65.035,0.3482049999999999,67.65,1
72.85,66.74,3.47,25.5,0.644,78.725,0.272205,72.38,1
98.93,86.51,3.38,30.3,0.414,76.89,0.1140799999999999,86.19,1
65.76,75.97,3.26,19.7,0.1669999999999999,72.685,0.2909949999999999,69.83,1
77.72,49.0,2.45,23.0,0.268,53.785,0.380765,60.27,1
98.02,66.31,2.92,24.7,0.125,72.325,0.192015,72.93,1
97.76,66.59,3.18,27.9,0.55,70.185,0.1986349999999999,70.45,1
87.47,47.01,2.24,25.6,0.275,51.69,0.35402,63.28,1
65.66,65.8,2.87,22.6,0.705,64.525,0.346385,64.35,1
83.46,56.75,2.78,17.2,0.483,61.59,0.31114,68.71,1
70.93,69.04,2.93,21.2,0.867,70.515,0.2976149999999999,66.62,1
88.24,47.01,2.73,20.6,0.304,61.365,0.3219149999999999,59.05,0
88.93,83.92,2.91,19.1,0.666,70.86,0.1799399999999999,83.05,1
91.9,68.73,2.71,22.4,0.254,66.3,0.2273099999999999,70.13,1
98.8,71.82,3.83,32.1,0.8119999999999999,78.575,0.153615,76.42,1
96.62,69.93,3.29,19.2,0.753,67.47,0.2013199999999999,69.17,1
70.64,77.54,2.78,19.7,0.757,62.34,0.2977999999999999,64.99,1
90.04,76.54,2.94,25.8,0.268,70.6,0.1984199999999999,75.72,1
68.35,51.95,2.97,25.2,0.724,52.855,0.4121849999999999,53.65,0
79.31,60.87,2.67,22.3,0.205,59.25,0.3223999999999999,60.66,1
79.03,90.17,3.48,25.6,0.173,74.37,0.1902599999999999,73.22,1
65.48,61.41,3.3,22.1,0.709,63.28,0.3640099999999999,57.36,0
65.03,47.05,2.39,21.3,0.356,48.925,0.4519549999999999,52.28,0
84.03,53.57,2.09,21.1,0.889,57.415,0.330925,59.1,0
79.31,72.41,3.3,24.2,0.209,76.095,0.2372449999999999,71.45,1
68.54,82.22,3.45,23.6,0.388,77.47,0.2467699999999999,71.92,1
74.12,71.55,3.54,28.4,0.655,66.155,0.2904049999999999,67.12,1
81.0,57.17,2.71,24.1,0.8390000000000001,55.155,0.3390249999999999,61.5,1
72.53,51.82,2.64,24.5,0.688,49.765,0.4051249999999999,61.93,1
95.62,79.56,3.1,21.0,0.798,77.375,0.1467149999999999,75.86,1
68.03,56.22,3.47,16.2,0.8939999999999999,61.745,0.373985,60.98,1
76.69,72.87,3.33,28.3,0.494,71.815,0.259185,70.04,1
66.79,67.49,3.18,25.7,0.399,78.485,0.294915,71.46,1
65.88,57.54,2.23,25.4,0.1399999999999999,50.49,0.41239,58.36,0
90.26,71.5,2.6,21.1,0.13,66.26,0.22568,75.2,1
87.19,52.19,2.39,20.8,0.308,39.755,0.375405,57.08,0
96.79,59.16,3.08,22.2,0.1699999999999999,59.415,0.257115,63.49,1
70.44,58.23,2.47,21.0,0.95,49.44,0.39523,56.74,0
78.78,63.29,2.6,14.9,0.819,58.78,0.3186699999999999,64.25,1
81.83,59.0,3.18,28.9,0.425,68.31,0.2907499999999999,65.82,1
84.24,73.28,2.31,21.2,0.16,63.735,0.251995,67.55,1
77.06,67.89,3.57,26.6,0.299,66.905,0.287375,66.39,1
94.23,83.15,3.25,31.0,0.72,76.685,0.1435749999999999,81.89,1
86.41,62.02,3.06,18.5,0.998,65.63499999999999,0.271395,61.43,1
95.26,87.7,3.43,26.5,0.85,76.645,0.1259249999999999,79.96,1
97.42,65.71,3.02,17.0,0.146,67.565,0.210495,70.97,1
95.77,62.94,2.71,23.6,0.8699999999999999,69.47999999999999,0.21966,70.22,1
99.4,35.21,2.75,16.2,0.635,57.58,0.32403,56.33,0
76.98,42.15,2.49,17.1,0.252,52.945,0.406795,52.37,0
93.0,66.08,2.79,25.9,0.335,64.52,0.2362,75.15,1
65.72,49.52,2.36,22.4,0.395,62.305,0.401645,63.88,1
79.12,64.89,2.47,27.8,0.485,61.265,0.3050549999999999,63.75,1
74.95,52.58,2.57,14.1,0.217,55.525000000000006,0.3758849999999999,61.44,1
70.97,71.52,3.63,24.5,0.584,75.985,0.273605,74.05,1
90.8,50.95,2.6,15.7,0.557,53.77,0.32264,58.39,0
68.46,45.34,2.42,22.8,0.996,42.985,0.4611849999999999,48.12,0
86.52,72.97,2.95,25.7,0.146,64.575,0.241285,71.44,1
98.85,61.61,2.93,25.8,0.434,60.665000000000006,0.237775,66.5,1
81.54,77.83,3.35,20.7,0.144,75.57,0.21364,76.26,1
70.16,58.55,2.28,20.9,0.205,52.35,0.38666,61.58,1
80.03,56.72,2.58,23.6,0.994,63.825,0.318245,63.92,1
69.77,57.51,2.76,24.5,0.367,51.635000000000005,0.393485,59.38,0
96.16,66.19,2.18,20.5,0.337,55.11,0.25146,68.63,1
68.65,56.96,3.09,26.2,0.217,62.620000000000005,0.36666,61.64,1
68.71,69.65,3.66,27.7,0.985,75.375,0.290085,72.7,1
70.91,62.99,2.67,24.0,0.998,67.16499999999999,0.3258950000000001,65.98,1
78.3,47.3,2.32,23.1,0.265,54.64,0.38098,63.03,1
89.08,75.04,3.21,30.7,0.325,71.66499999999999,0.203565,74.82,1
76.17,43.24,2.04,15.5,0.503,44.485,0.432145,46.02,0
82.48,57.27,3.46,21.0,0.136,63.59,0.3074999999999999,59.78,0
72.1,59.78,2.95,27.6,0.36,62.69,0.34419,69.07,1
93.78,65.06,2.88,22.8,0.954,55.97,0.2617899999999999,61.02,1
70.36,67.87,3.31,20.1,0.851,70.355,0.3038849999999999,69.9,1
69.53,55.29,2.67,28.3,0.426,65.42500000000001,0.359735,59.88,0
94.76,53.87,2.07,19.0,0.421,57.51,0.2868199999999999,55.99,0
68.96,94.50125,3.78,30.3,0.844,80.47,0.19924625,77.42,1
85.57,68.19,2.8,20.4,0.399,58.635000000000005,0.2772449999999999,69.8,1
79.21,71.92,2.79,24.0,0.687,60.605,0.285585,66.88,1
97.75,60.96,3.19,25.6,0.182,71.13,0.21273,71.48,1
80.43,64.33,3.16,21.3,0.8130000000000001,68.91499999999999,0.278545,61.68,1
74.16,74.29,3.03,18.9,0.542,66.615,0.280645,71.17,1
68.02,72.54,3.01,26.8,0.89,59.405,0.332085,66.02,1
68.85,63.91,3.2,17.0,0.106,63.55,0.34222,64.0,1
74.72,87.48,3.66,26.2,0.6809999999999999,83.725,0.187505,77.67,1
71.2,75.49,3.07,21.7,0.835,66.32499999999999,0.289755,64.47,1
76.44,68.5,3.04,16.8,0.5700000000000001,59.98,0.3087999999999999,62.98,1
86.3,57.91,3.07,17.3,0.316,67.685,0.278015,66.96,1
98.37,67.46,3.17,18.2,0.712,67.35,0.20209,74.22,1
70.83,57.98,3.13,30.3,0.385,68.60499999999999,0.336925,66.28,1
68.54,45.09,2.09,23.9,0.131,42.145,0.4641349999999999,48.17,0
76.7,47.61,2.23,19.3,0.713,50.620000000000005,0.39851,57.38,0
69.0,67.81,3.51,23.7,0.255,70.625,0.3086949999999999,70.49,1
92.07,60.85,2.47,16.3,0.998,63.33,0.2591799999999999,63.82,1
78.33,69.86,2.66,26.4,0.109,59.33,0.29911,69.81,1
80.1,67.92,3.82,19.7,0.25,63.805,0.284425,62.63,1
65.92,75.31,3.04,30.8,0.708,72.72999999999999,0.2922,72.29,1
65.24,71.2,3.2,27.8,0.5599999999999999,69.225,0.3177650000000001,71.7,1
75.3,58.91,2.76,20.7,0.4669999999999999,56.325,0.353095,61.67,1
76.0,75.32,3.77,29.8,0.105,64.175,0.277515,72.68,1
98.96,49.62,2.77,22.8,0.5509999999999999,57.045,0.284165,60.62,1
98.92,56.95,2.22,15.0,0.567,65.67,0.2364599999999999,65.55,1
78.83,62.86,3.15,26.7,0.1699999999999999,71.74000000000001,0.2808799999999999,70.96,1
75.89,55.58,2.4,19.0,0.221,57.145,0.358265,59.56,0
93.08,83.72,3.39,28.3,0.118,76.775,0.146195,81.53,1
84.43,39.27,2.24,16.2,0.716,49.885000000000005,0.3948149999999999,49.66,0
87.55,64.79,2.88,27.3,0.411,61.510000000000005,0.2709,62.03,1
88.22,71.51,3.73,30.3,0.1679999999999999,78.225,0.1979149999999999,78.65,1
78.76,57.43,2.93,25.8,0.955,62.985,0.323715,67.6,1
67.24,54.57,2.93,23.0,0.379,59.47,0.38892,59.19,0
74.87,54.22,3.51,18.0,0.496,65.365,0.341765,63.29,1
87.77,59.76,2.57,18.8,0.482,72.13,0.25325,69.8,1
68.55,66.47,2.73,24.1,0.8699999999999999,59.1,0.34909,66.95,1
81.98,62.88,3.11,25.5,0.381,59.17999999999999,0.3059,61.21,1
87.03,57.75,2.46,17.1,0.124,55.78,0.3112899999999999,66.06,1
85.46,49.57,2.71,15.7,0.8480000000000001,61.335,0.325445,63.21,1
75.56,78.5,2.94,20.5,0.6910000000000001,64.41,0.26903,72.82,1
83.13,64.21,3.36,26.0,0.269,71.72,0.25969,72.84,1
87.65,62.14,3.37,17.2,0.151,60.02,0.2829199999999999,68.25,1
81.6,82.26,3.66,25.4,0.491,82.37,0.17971,80.67,1
84.82,49.46,3.01,24.5,0.475,56.0,0.34434,62.15,1
92.9,80.11,3.23,19.8,0.172,72.665,0.1700749999999999,79.12,1
